group_id,omim_id
1,OMIM:614436
2,OMIM:177000
2,OMIM:300752
3,OMIM:203300
4,OMIM:185050
5,OMIM:606763
6,OMIM:615451
7,OMIM:225790
8,OMIM:152700
8,OMIM:300809
8,OMIM:605480
8,OMIM:608437
8,OMIM:609903
8,OMIM:609939
8,OMIM:610065
8,OMIM:610066
8,OMIM:612254
8,OMIM:612378
8,OMIM:613145
8,OMIM:614420
9,OMIM:602629
10,OMIM:222100
11,OMIM:301050
