gene_accession_id,MGI:1915987
gene_symbol,Angel1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_018_001
pvalue,0.5818231
parameter_name,Shape of vertebrae
analysis_id,b55tfq7v56x5845
