parameter_name,Forelimb grip strength normalised against body weight
mouse_life_stage,E12.5
parameter_id,ESLIM_009_001_703
gene_accession_id,MGI:1921004
mouse_strain,C57BL
pvalue,0.8227525
gene_symbol,Thap1
analysis_id,4g51463v280f0j6
