gene_accession_id,MGI:2139134
gene_symbol,Cercam
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_012_001
pvalue,0.6123656
parameter_name,30kHz-evoked ABR Threshold
analysis_id,sga1a4k0926t17n
