gene_accession_id,MGI:1860383
gene_symbol,Cd160
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,impc_cbc_017_001
pvalue,0.4032539
parameter_name,Triglycerides
analysis_id,9s89ei85t534lol
