gene_accession_id,MGI:1915756
gene_symbol,Ctnnbip1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_OFD_013_001
pvalue,0.5411187
parameter_name,Periphery average speed
analysis_id,199zs77i3cm7z1q
