gene_accession_id,MGI:2384919
gene_symbol,Rxylt1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_CBC_003_001
pvalue,0.3409522
parameter_name,Chloride
analysis_id,2x66bl410tst6sr
