gene_accession_id,MGI:2137624
gene_symbol,Pom121
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,JAXLA_OFD_020_001
pvalue,0.968754
parameter_name,Distance travelled - total
analysis_id,z033c8h7x3dh352
