gene_accession_id,MGI:108398
gene_symbol,Mlx
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_XRY_057_001
pvalue,0.2129743
parameter_name,Kyphosis
analysis_id,0v47qbsow8ela2q
