parameter_name,Min right eye lens density
analysis_id,gbwb492h5uxo3w5
pvalue,0.4204444
mouse_strain,C57BL
gene_symbol,Slco2b1
parameter_id,IMPC_EYE_057_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1351872
