gene_accession_id,MGI:88357
gene_symbol,Cdk4
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,JAXLA_DXA_005_001
pvalue,0.9534207
parameter_name,Bone Mineral Content (excluding skull)
analysis_id,f9a2149hjlcbn5p
