gene_accession_id,MGI:2137624
gene_symbol,Pom121
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_HEM_035_001
pvalue,0.9800427
parameter_name,Eosinophil differential count
analysis_id,u78z5ubgt3314b7
