gene_accession_id,MGI:2444785
gene_symbol,Dcaf5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_IPG_010_001
pvalue,0.2955001
parameter_name,Fasted blood glucose concentration
analysis_id,e8q6v6267w7rdck
