gene_accession_id,MGI:96538
gene_symbol,IL10RA
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_020_001_003
pvalue,0.2335099
parameter_name,Tibia length
analysis_id,4cozkx191rxptf6
