gene_accession_id,MGI:108398
gene_symbol,Mlx
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_012_001
pvalue,0.7713535
parameter_name,Coat - hair distribution - head
analysis_id,53jreta1gq0953p
