parameter_name,Coat - hair texture / appearance - abdomen
parameter_id,IMPC_CSD_016_001
gene_symbol,Pax7
mouse_life_stage,E15.5
analysis_id,613s5o1g90m96fh
gene_accession_id,MGI:97491
mouse_strain,C57BL
pvalue,0.594105
