gene_accession_id,MGI:96669
gene_symbol,Kcnc3
mouse_strain,C50BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_GEO_064_001
pvalue,0.6768301
parameter_name,Edema
analysis_id,we2eu7ja0g6e03m
