gene_accession_id,MGI:1916340
gene_symbol,Ascc1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_002_001
pvalue,0.6702255
parameter_name,Fat mass
analysis_id,6j3ye1iqaou1b8i
