gene_accession_id,MGI:2384919
gene_symbol,Rxylt1
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_CBC_028_001
pvalue,0.5679553
parameter_name,Creatine kinase
analysis_id,j89501s54m4uj22
