gene_accession_id,MGI:1859866
gene_symbol,Cdc20
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_EYE_070_001
pvalue,0.1338425
parameter_name,Left outer nuclear layer
analysis_id,g1kg370l2f8825r
