gene_accession_id,MGI:1915756
gene_symbol,Ctnnbip1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_XRY_012_001
pvalue,0.08760625
parameter_name,Pelvis
analysis_id,z357h8i2xi8050e
