gene_accession_id,MGI:1201378
gene_symbol,Anxa3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_077_001
pvalue,0.6253575
parameter_name,Contact righting
analysis_id,po7h9w8vv9zpwe5
