gene_accession_id,MGI:1918830
gene_symbol,Mtrf1l
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_006_001
pvalue,0.9238142
parameter_name,Body length
analysis_id,63ewtcf7n3bp7e8
