gene_accession_id,MGI:1926020
gene_symbol,Arl14ep
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_005_001
pvalue,0.9847011
parameter_name,Bone Mineral Content (excluding skull)
analysis_id,28nx6w0x474077k
