gene_accession_id,MGI:1859866
gene_symbol,Cdc20
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_020_001_003
pvalue,0.1443654
parameter_name,Tibia length
analysis_id,17qfozcm84268jb
