gene_accession_id,MGI:2445160
gene_symbol,Kcnh8
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_CSD_030_001
pvalue,0.2946492
parameter_name,Tremor
analysis_id,09290qdf7bc1l24
