gene_accession_id,MGI:3588207
gene_symbol,Dnaaf3
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_OFD_007_001
pvalue,0.4408478
parameter_name,Whole arena resting time
analysis_id,d65ff44572482zb
