gene_accession_id,MGI:2443497
gene_symbol,Zmat4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_060_001
pvalue,0.6570062
parameter_name,Transitional vertebrae
analysis_id,793p5wvybhnxmd8
