parameter_name,Bone Mineral Content (excluding skull)
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.2723701
gene_accession_id,MGI:2384919
analysis_id,45qac2g5q561a0t
parameter_id,IMPC_DXA_005_001
gene_symbol,Rxylt1
