gene_accession_id,MGI:1913883
gene_symbol,Nsa2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_CSD_032_001
pvalue,1.234858
parameter_name,Locomotor activity
analysis_id,8g246jrzwn897v6
