gene_accession_id,MGI:2137624
gene_symbol,Pom121
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,JAXLA_OFD_021_001
pvalue,0.7800115
parameter_name,Number of rears - total
analysis_id,cc746c670k4j858
