gene_accession_id,MGI:1917933
gene_symbol,Utp20
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,JAXLA_GRS_011_001
pvalue,0.0603435
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,34439q9th9qb86q
