gene_accession_id,MGI:2141101
gene_symbol,Depdc5
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_DXA_009_001
pvalue,0.4318562
parameter_name,Fat/Body weight
analysis_id,m85e89385u9343d
