gene_accession_id,MGI:1923061
gene_symbol,Saxo1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_007_001
pvalue,0.1729293
parameter_name,Coat - color - abdomen
analysis_id,4u32j0r3r393bih
