gene_accession_id,MGI:97491
gene_symbol,Pax7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CAL_017_001
pvalue,0.6589584
parameter_name,Respiratory Exchange Ratio
analysis_id,250oba136fya845
