gene_accession_id,MGI:2445160
gene_symbol,Kcnh8
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_XRY_057_001
pvalue,0.4060204
parameter_name,Kyphosis
analysis_id,4v7lzv4ducweq69
