gene_accession_id,MGI:1926020
gene_symbol,Arl14ep
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_007_001
pvalue,0.6394069
parameter_name,Coat - color - abdomen
analysis_id,hc94ca4m58ks1t8
