gene_accession_id,MGI:108398
gene_symbol,Mlx
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_HEM_039_001
pvalue,0.7090407
parameter_name,Large Unstained Cell (LUC) count
analysis_id,2465npl778pnr03
