gene_accession_id,MGI:1915756
gene_symbol,Ctnnbip1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_CBC_012_001
pvalue,0.9905287
parameter_name,Aspartate aminotransferase
analysis_id,40m4iv0b934k2w2
