gene_accession_id,MGI:1917933
gene_symbol,Utp20
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,JAX_OFD_010_001
pvalue,0.7499427
parameter_name,Periphery distance travelled
analysis_id,7zisn38djuk7y58
