gene_accession_id,MGI:2384974
gene_symbol,Flvcr2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_013_001
pvalue,0.6323457
parameter_name,Periphery average speed
analysis_id,ng4qdl87wt9458b
