parameter_name,Large Unstained Cell (LUC) count
gene_accession_id,MGI:1915485
parameter_id,IMPC_HEM_039_001
analysis_id,b73pc687y7ywv9w
gene_symbol,Mturn
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.08078729
