gene_accession_id,MGI:88357
gene_symbol,Cdk4
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_HEM_005_001
pvalue,0.4078863
parameter_name,Mean cell volume
analysis_id,1b4131416em2ad1
