gene_accession_id,MGI:2685018
gene_symbol,Ccdc110
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_003_001
pvalue,0.1469282
parameter_name,Eye Hemorrhage or Blood Presence
analysis_id,k2ou28b5c1puggq
