gene_accession_id,MGI:1859866
gene_symbol,Cdc20
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_CBC_001_001
pvalue,0.4204329
parameter_name,Sodium
analysis_id,f7vt1s60kni6z6p
