gene_accession_id,MGI:1918359
gene_symbol,Flacc1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_009_001_703
pvalue,0.3159505
parameter_name,Forelimb grip strength normalised against body weight
analysis_id,bzr23jj58802o69
