gene_accession_id,MGI:2442221
gene_symbol,Zfp652
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_EYE_024_001
pvalue,0.3634215
parameter_name,Retinal Blood Vessels
analysis_id,8kc86w4n5ryk7j2
