gene_accession_id,MGI:1338893
gene_symbol,Padi1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_026_001_006
pvalue,0.7270548
parameter_name,Skin condition
analysis_id,723u3gr2kj8rrht
