parameter_name,Coat - color - back
pvalue,0.6484213
gene_symbol,Flacc1
parameter_id,JAXLA_CSD_005_001
analysis_id,2mvn3kxw9k3m8s8
gene_accession_id,MGI:1918359
mouse_life_stage,Early adult
mouse_strain,C57BL
