gene_accession_id,MGI:108278
gene_symbol,Ube2m
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,UCDLA_CBC_015_001
pvalue,0.0841512
parameter_name,Total cholesterol
analysis_id,7q5r81u4q85m5y2
