gene_accession_id,MGI:87939
gene_symbol,Adrb3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,GMC_914_001_002
pvalue,0.8806119
parameter_name,Body temperature rectal
analysis_id,j3oq7j7855v968a
