gene_accession_id,MGI:1913883
gene_symbol,Nsa2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_002_001
pvalue,0.7493553
parameter_name,Red blood cell count
analysis_id,fitmg80960i1fo4
