gene_accession_id,MGI:2155959
gene_symbol,Lnx2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_011_001
pvalue,0.3381563
parameter_name,Initial response to glucose challenge
analysis_id,94yx01f3u6m8335
