gene_accession_id,MGI:5546359
gene_symbol,Xndc1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,GMC_916_001_018
pvalue,0.6869051
parameter_name,Rearings box
analysis_id,34xb5202smyw2s5
