gene_accession_id,MGI:1921004
gene_symbol,Thap1
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_XRY_033_001
pvalue,0.5040934
parameter_name,Tibia length
analysis_id,d8884lq97hwq482
