gene_accession_id,MGI:1914267
gene_symbol,Fam210b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_006_001
pvalue,0.6105587
parameter_name,Mean corpuscular hemoglobin
analysis_id,77978fi0n398q4p
