gene_accession_id,MGI:104294
gene_symbol,Tyro3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,jaxla_ldt_001_001
pvalue,0.3723348
parameter_name,Side changes
analysis_id,cpt442qwx45kp5i
