gene_accession_id,MGI:2685298
gene_symbol,Trim56
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_006_001
pvalue,0.1476666
parameter_name,Mean corpuscular hemoglobin
analysis_id,661ehg0kr49x8hj
