gene_accession_id,MGI:1913883
gene_symbol,Nsa2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,GMC_920_001_005
pvalue,0.1762093
parameter_name,MV-active
analysis_id,rr69d6n622z5524
