gene_accession_id,MGI:88357
gene_symbol,Cdk4
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,CCP_XRY_031_001
pvalue,0.2545634
parameter_name,Digit integrity
analysis_id,ai5495y8jit2k23
