gene_accession_id,MGI:2141101
gene_symbol,Depdc5
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_GRS_011_001
pvalue,0.2439703
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,af6x69bzw8c0487
