gene_accession_id,MGI:87939
gene_symbol,Adrb3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,GMC_906_001_017
pvalue,0.07317504
parameter_name,Total cholesterol
analysis_id,3137mt5p33l4xv7
