gene_accession_id,MGI:2442221
gene_symbol,Zfp652
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_039_001
pvalue,0.5714606
parameter_name,Limb grasp
analysis_id,3583wf79d4331h2
