gene_accession_id,MGI:1926283
gene_symbol,Pgap6
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,impc_cbc_023_001
pvalue,0.4160134
parameter_name,Alpha-amylase
analysis_id,335u5q02i8vmqpq
